,Height,Volume,External_Wall_Area,Number_of_Floors,Ground_Floor_Area,Window_Area,u_Value_Wall,u_Value_Ground_Floor,u_Value_Roof,u_Value_Internal_Floor,u_Value_Internal_Wall,u_Value_Windows,g_Value_Windows,Permeability,Building_Equipment_Heat_Gain,Building_Occupancy,WWR_North,WWR_East,WWR_West,WWR_South,WWR,Heating_Load
216,3.091796875,9298.395473,987.1232947,4,751.86,369.3102181,0.237304688,0.195117188,0.239648438,0.540234375,0.401171875,0.944335938,0.333398438,6.873046875,13.0703125,21.078125,0.41796875,0.33828125,0.17578125,0.15703125,0.272265625,6104.958684
217,3.99609375,4031.740167,762.3336909,4,252.23,314.6940389,0.211328125,0.248046875,0.238671875,0.43515625,0.48828125,0.806640625,0.341015625,7.91015625,10.890625,20.65625,0.3453125,0.3078125,0.2609375,0.2703125,0.29609375,5462.488447
218,3.49609375,3688.240381,522.1094256,2,527.48,219.6220317,0.161328125,0.198046875,0.188671875,0.53515625,0.58828125,0.956640625,0.491015625,6.41015625,12.890625,16.65625,0.1453125,0.1078125,0.4609375,0.4703125,0.29609375,4285.348039
219,3.90234375,9953.318606,1432.774821,5,510.12,602.6877247,0.220703125,0.163671875,0.154296875,0.41640625,0.58203125,0.947265625,0.556640625,8.00390625,11.015625,23.90625,0.3578125,0.2703125,0.4234375,0.1328125,0.29609375,9303.666566
220,3.35546875,7639.499213,821.6203828,3,758.91,418.561315,0.184765625,0.221484375,0.230859375,0.57578125,0.58515625,0.839453125,0.345703125,7.48828125,12.453125,22.78125,0.3015625,0.4890625,0.3671875,0.1015625,0.31484375,7956.628643
221,3.01171875,3910.146193,566.1015414,3,432.77,231.3415836,0.219140625,0.218359375,0.190234375,0.41953125,0.54140625,0.773828125,0.336328125,6.64453125,12.578125,23.53125,0.2890625,0.2265625,0.4046875,0.1890625,0.27734375,3467.044473
222,3.935546875,9717.453406,1646.546845,5,493.83,373.1752073,0.159179688,0.154492188,0.242773438,0.583984375,0.594921875,0.841210938,0.455273438,7.154296875,13.4453125,21.328125,0.13046875,0.12578125,0.28828125,0.19453125,0.184765625,6824.845321
223,3.435546875,7924.260164,861.3612976,3,768.85,538.6926124,0.209179688,0.204492188,0.192773438,0.483984375,0.494921875,0.991210938,0.305273438,8.654296875,11.4453125,17.328125,0.33046875,0.32578125,0.48828125,0.39453125,0.384765625,10630.57237
224,3.40234375,8014.968237,986.3281881,3,785.24,414.8927994,0.170703125,0.213671875,0.204296875,0.51640625,0.48203125,0.797265625,0.406640625,6.50390625,13.015625,19.90625,0.1578125,0.4703125,0.2234375,0.3328125,0.29609375,5899.618762
225,3.85546875,9327.726506,1537.789577,5,483.87,420.7881909,0.234765625,0.171484375,0.180859375,0.47578125,0.48515625,0.989453125,0.495703125,8.98828125,10.453125,18.78125,0.1015625,0.2890625,0.1671875,0.3015625,0.21484375,10302.81727
226,3.88671875,4962.952768,667.8575019,2,638.45,210.5411932,0.181640625,0.155859375,0.202734375,0.49453125,0.56640625,0.736328125,0.448828125,6.26953125,13.078125,20.53125,0.3390625,0.1765625,0.1546875,0.2390625,0.22734375,4958.086636
227,3.966796875,4292.233567,800.1340056,4,270.51,307.078464,0.174804688,0.232617188,0.152148438,0.565234375,0.476171875,0.981835938,0.445898438,7.248046875,12.5703125,22.078125,0.16796875,0.48828125,0.42578125,0.20703125,0.322265625,4868.051704
228,3.466796875,5669.564601,760.1319052,3,545.13,361.4460255,0.224804688,0.182617188,0.202148438,0.465234375,0.576171875,0.831835938,0.595898438,8.748046875,10.5703125,18.078125,0.36796875,0.28828125,0.22578125,0.40703125,0.322265625,6320.509495
229,3.685546875,9311.462048,1138.397755,4,631.62,572.8754382,0.234179688,0.229492188,0.217773438,0.433984375,0.444921875,0.916210938,0.380273438,6.404296875,12.4453125,23.328125,0.43046875,0.22578125,0.38828125,0.29453125,0.334765625,7431.183886
230,3.185546875,3406.464328,502.1515087,3,356.45,263.3355128,0.184179688,0.179492188,0.167773438,0.533984375,0.544921875,0.766210938,0.530273438,7.904296875,10.4453125,19.328125,0.23046875,0.42578125,0.18828125,0.49453125,0.334765625,3861.610794
231,3.77734375,8118.266292,968.585729,3,716.4,387.8581562,0.158203125,0.226171875,0.166796875,0.44140625,0.55703125,0.909765625,0.594140625,6.87890625,13.515625,18.90625,0.1078125,0.4203125,0.2734375,0.3828125,0.29609375,5802.8244
232,3.48046875,7232.412504,1256.476852,5,415.6,382.1276882,0.247265625,0.183984375,0.243359375,0.55078125,0.56015625,0.726953125,0.308203125,7.86328125,10.953125,19.78125,0.1515625,0.2390625,0.1171875,0.3515625,0.21484375,8085.036915
233,3.51171875,12425.16063,1210.858037,5,707.64,696.0050439,0.169140625,0.168359375,0.240234375,0.51953125,0.44140625,0.923828125,0.486328125,8.14453125,10.578125,19.53125,0.4890625,0.4265625,0.2046875,0.3890625,0.37734375,10435.53578
234,3.779296875,3342.635256,443.6138967,2,442.23,230.7635206,0.231054688,0.213867188,0.158398438,0.552734375,0.488671875,0.700585938,0.352148438,6.685546875,12.8203125,18.578125,0.34296875,0.46328125,0.25078125,0.28203125,0.334765625,4036.286367
235,3.279296875,9402.27062,1144.502967,4,716.79,575.9477276,0.181054688,0.163867188,0.208398438,0.452734375,0.588671875,0.850585938,0.502148438,8.185546875,10.8203125,22.578125,0.14296875,0.26328125,0.45078125,0.48203125,0.334765625,7570.193392
236,3.55859375,5996.478868,887.5326809,3,561.69,377.5472812,0.217578125,0.179296875,0.219921875,0.59765625,0.52578125,0.825390625,0.509765625,8.09765625,11.640625,18.15625,0.4703125,0.4328125,0.1359375,0.1453125,0.29609375,7288.15764
237,3.23046875,7148.254797,772.1532458,4,553.19,443.5370119,0.172265625,0.208984375,0.218359375,0.40078125,0.41015625,0.951953125,0.533203125,8.61328125,11.953125,17.78125,0.4515625,0.1390625,0.4171875,0.4515625,0.36484375,6477.672777
238,3.29296875,3087.159375,510.5389709,3,312.5,230.3792635,0.153515625,0.165234375,0.249609375,0.56328125,0.57265625,0.970703125,0.401953125,8.42578125,10.703125,23.28125,0.3265625,0.2140625,0.3921875,0.3265625,0.31484375,4387.130717
239,3.74609375,9960.117386,1459.365662,4,664.7,613.8730416,0.186328125,0.173046875,0.213671875,0.58515625,0.53828125,0.881640625,0.566015625,8.66015625,11.890625,22.65625,0.2453125,0.4078125,0.3609375,0.1703125,0.29609375,9251.145309
240,3.24609375,3795.592013,604.5366371,3,389.76,211.1417372,0.236328125,0.223046875,0.163671875,0.48515625,0.43828125,0.731640625,0.416015625,7.16015625,13.890625,18.65625,0.4453125,0.2078125,0.1609375,0.3703125,0.29609375,3930.597119
241,3.65234375,9455.044642,1195.12758,4,647.19,291.5228575,0.195703125,0.238671875,0.179296875,0.56640625,0.43203125,0.722265625,0.331640625,8.75390625,10.015625,21.90625,0.2578125,0.1703125,0.1234375,0.2328125,0.19609375,9626.743627
242,3.73046875,2074.215929,390.3423911,2,278.01,137.4445037,0.222265625,0.158984375,0.168359375,0.50078125,0.51015625,0.801953125,0.383203125,7.11328125,13.953125,21.78125,0.2515625,0.3390625,0.2171875,0.2515625,0.26484375,2668.57213
243,3.26171875,5582.335928,834.0816153,3,570.49,245.417332,0.194140625,0.193359375,0.165234375,0.56953125,0.49140625,0.998828125,0.561328125,7.39453125,13.578125,21.53125,0.3890625,0.1265625,0.1046875,0.2890625,0.22734375,4353.035556
244,3.607421875,6276.012425,1057.953684,5,347.95,369.5031639,0.226367188,0.209179688,0.169335938,0.468359375,0.416796875,0.855273438,0.506835938,8.419921875,10.1328125,16.703125,0.24921875,0.14453125,0.45703125,0.10078125,0.237890625,6517.195683
245,3.107421875,5807.214874,711.549957,3,622.94,363.1213749,0.176367188,0.159179688,0.219335938,0.568359375,0.516796875,0.705273438,0.356835938,6.919921875,12.1328125,20.703125,0.44921875,0.34453125,0.25703125,0.30078125,0.337890625,5195.968294
246,3.873046875,3742.17642,668.8098504,3,322.07,215.8714561,0.240429688,0.198242188,0.249023438,0.596484375,0.582421875,0.859960938,0.549023438,6.591796875,13.1953125,17.828125,0.35546875,0.10078125,0.41328125,0.11953125,0.247265625,4104.93508
247,3.373046875,10073.77053,1547.308469,5,597.31,513.6226855,0.190429688,0.248242188,0.199023438,0.496484375,0.482421875,0.709960938,0.399023438,8.091796875,11.1953125,21.828125,0.15546875,0.30078125,0.21328125,0.31953125,0.247265625,9743.56806
248,3.02734375,7008.909144,1081.731919,4,578.8,263.8627054,0.183203125,0.201171875,0.241796875,0.49140625,0.50703125,0.984765625,0.519140625,7.62890625,10.515625,20.90625,0.2078125,0.1203125,0.1734375,0.2828125,0.19609375,6319.642785
249,3.46484375,2797.375914,593.8394442,3,269.12,129.6197749,0.189453125,0.169921875,0.223046875,0.52890625,0.46953125,0.928515625,0.350390625,7.81640625,11.765625,18.40625,0.1828125,0.2453125,0.2484375,0.1078125,0.19609375,3951.510981
250,3.66796875,8738.31497,1074.171713,3,794.11,476.2791171,0.241015625,0.202734375,0.162109375,0.53828125,0.54765625,0.933203125,0.364453125,8.80078125,11.203125,20.28125,0.2765625,0.1640625,0.2421875,0.4765625,0.28984375,10292.49924
251,3.904296875,12279.17181,1622.102534,4,786.26,727.9724169,0.193554688,0.176367188,0.170898438,0.577734375,0.463671875,0.813085938,0.314648438,8.560546875,10.3203125,23.578125,0.19296875,0.21328125,0.40078125,0.43203125,0.309765625,13249.69452
252,3.404296875,3477.555428,424.8368474,2,510.76,190.6596744,0.243554688,0.226367188,0.220898438,0.477734375,0.563671875,0.963085938,0.464648438,7.060546875,12.3203125,19.578125,0.39296875,0.41328125,0.20078125,0.23203125,0.309765625,4410.495847
253,3.37109375,4329.295043,717.5577009,4,321.06,307.5247059,0.223828125,0.210546875,0.176171875,0.51015625,0.56328125,0.919140625,0.453515625,8.28515625,10.390625,21.65625,0.3953125,0.3578125,0.2109375,0.2203125,0.29609375,5618.977188
254,3.96484375,10790.71943,1344.340437,5,544.32,791.9174712,0.239453125,0.219921875,0.173046875,0.42890625,0.56953125,0.778515625,0.500390625,6.31640625,13.765625,22.40625,0.3828125,0.4453125,0.4484375,0.3078125,0.39609375,7232.850783
255,3.76171875,4442.440851,733.5635784,4,295.24,363.3539263,0.244140625,0.243359375,0.215234375,0.46953125,0.59140625,0.848828125,0.411328125,8.89453125,11.578125,17.53125,0.1890625,0.3265625,0.3046875,0.4890625,0.32734375,5807.371547
256,3.732421875,6204.743225,823.2872997,3,554.13,494.6313496,0.188867188,0.196679688,0.156835938,0.493359375,0.441796875,0.967773438,0.469335938,6.544921875,12.6328125,21.703125,0.49921875,0.39453125,0.20703125,0.35078125,0.362890625,5757.923946
257,3.232421875,3606.737026,663.7662109,4,278.95,252.4315559,0.238867188,0.246679688,0.206835938,0.593359375,0.541796875,0.817773438,0.319335938,8.044921875,10.6328125,17.703125,0.29921875,0.19453125,0.40703125,0.15078125,0.262890625,5210.624368
258,3.623046875,7982.405107,945.7934071,3,734.41,232.4212572,0.165429688,0.223242188,0.224023438,0.446484375,0.432421875,0.784960938,0.324023438,7.341796875,12.1953125,19.828125,0.25546875,0.20078125,0.11328125,0.21953125,0.197265625,6637.589166
259,3.123046875,5743.78404,745.7189893,4,459.79,491.5076024,0.215429688,0.173242188,0.174023438,0.546484375,0.532421875,0.934960938,0.474023438,8.841796875,10.1953125,23.828125,0.45546875,0.40078125,0.31328125,0.41953125,0.397265625,6736.847589
260,3.80859375,3230.602623,510.0131471,2,424.12,214.5338436,0.192578125,0.204296875,0.244921875,0.44765625,0.47578125,0.900390625,0.434765625,8.84765625,10.640625,16.15625,0.1703125,0.3328125,0.4359375,0.2453125,0.29609375,5748.468468
261,3.21484375,6578.630358,781.8483047,3,682.11,344.6328277,0.214453125,0.244921875,0.248046875,0.47890625,0.51953125,0.703515625,0.575390625,8.56640625,10.765625,16.40625,0.4828125,0.1453125,0.3484375,0.2078125,0.29609375,7183.262062
262,3.54296875,6369.551466,854.8514222,4,449.45,532.8591848,0.178515625,0.190234375,0.174609375,0.51328125,0.52265625,0.895703125,0.326953125,6.17578125,13.703125,17.28125,0.4265625,0.3140625,0.4921875,0.2265625,0.36484375,5592.261547
263,3.669921875,5723.318837,752.6760928,3,519.84,251.4149894,0.170117188,0.240429688,0.163085938,0.455859375,0.404296875,0.836523438,0.563085938,7.857421875,10.3828125,20.203125,0.47421875,0.11953125,0.23203125,0.17578125,0.250390625,5504.345548
264,3.169921875,12601.39093,1308.481858,5,795.06,690.1539157,0.220117188,0.190429688,0.213085938,0.555859375,0.504296875,0.986523438,0.413085938,6.357421875,12.3828125,16.203125,0.27421875,0.31953125,0.43203125,0.37578125,0.350390625,9451.469291
265,3.998046875,8445.155695,1349.990155,4,528.08,487.5123955,0.177929688,0.210742188,0.236523438,0.571484375,0.557421875,0.972460938,0.586523438,8.466796875,11.6953125,20.828125,0.10546875,0.35078125,0.26328125,0.36953125,0.272265625,8067.685531
266,3.498046875,2656.381658,523.7027956,3,253.13,184.6518391,0.227929688,0.160742188,0.186523438,0.471484375,0.457421875,0.822460938,0.436523438,6.966796875,13.6953125,16.828125,0.30546875,0.15078125,0.46328125,0.16953125,0.272265625,3383.678528
267,3.30859375,9251.758027,985.2350395,4,699.07,414.4329411,0.242578125,0.154296875,0.194921875,0.54765625,0.57578125,0.750390625,0.584765625,7.34765625,12.640625,20.15625,0.3703125,0.1328125,0.2359375,0.4453125,0.29609375,5526.856672
268,3.71484375,6043.309846,915.7826393,4,406.7,355.5859122,0.164453125,0.194921875,0.198046875,0.57890625,0.41953125,0.853515625,0.425390625,7.06640625,12.765625,20.40625,0.2828125,0.3453125,0.1484375,0.4078125,0.29609375,5320.722694
269,3.79296875,8914.69325,1476.237229,4,587.58,362.5947059,0.203515625,0.215234375,0.199609375,0.46328125,0.47265625,0.820703125,0.551953125,6.92578125,12.703125,19.28125,0.1265625,0.4140625,0.1921875,0.1265625,0.21484375,6956.30554
270,3.716796875,12698.06185,1587.598513,5,683.28,584.8689838,0.249804688,0.157617188,0.177148438,0.415234375,0.526171875,0.756835938,0.520898438,6.498046875,13.5703125,20.078125,0.46796875,0.38828125,0.12578125,0.10703125,0.272265625,7973.704935
271,3.216796875,3935.815058,605.9226303,3,407.84,220.9227519,0.199804688,0.207617188,0.227148438,0.515234375,0.426171875,0.906835938,0.370898438,7.998046875,11.5703125,16.078125,0.26796875,0.18828125,0.32578125,0.30703125,0.272265625,4838.739851
272,3.748046875,5860.147227,732.9128508,4,390.88,524.6319806,0.202929688,0.185742188,0.211523438,0.421484375,0.407421875,0.747460938,0.361523438,7.716796875,10.6953125,22.828125,0.40546875,0.45078125,0.36328125,0.46953125,0.422265625,5694.489544
273,3.248046875,4324.057348,654.2911337,2,665.64,183.7043123,0.152929688,0.235742188,0.161523438,0.521484375,0.507421875,0.897460938,0.511523438,6.216796875,12.6953125,18.828125,0.20546875,0.25078125,0.16328125,0.26953125,0.222265625,4587.307295
274,3.43359375,3385.936701,478.153006,2,493.06,226.1460102,0.180078125,0.241796875,0.182421875,0.52265625,0.55078125,0.787890625,0.547265625,7.72265625,10.140625,17.15625,0.1203125,0.3828125,0.4859375,0.2953125,0.32109375,4732.239739
275,3.08984375,5877.132378,860.2017351,4,475.52,384.6351483,0.151953125,0.157421875,0.235546875,0.45390625,0.54453125,0.816015625,0.537890625,6.69140625,12.265625,21.40625,0.2328125,0.3953125,0.1984375,0.4578125,0.32109375,3747.652243
276,3.13671875,12173.28889,1355.211663,5,776.18,829.5124287,0.156640625,0.180859375,0.177734375,0.44453125,0.51640625,0.811328125,0.373828125,8.51953125,10.078125,18.53125,0.4390625,0.4765625,0.2546875,0.3390625,0.37734375,10975.96265
277,3.810546875,8003.634113,937.2190879,3,700.13,575.1869013,0.221679688,0.241992188,0.230273438,0.558984375,0.569921875,0.728710938,0.492773438,7.529296875,11.9453125,16.328125,0.38046875,0.37578125,0.43828125,0.34453125,0.384765625,7706.711431
278,3.310546875,7032.096286,1284.662684,5,424.83,291.157368,0.171679688,0.191992188,0.180273438,0.458984375,0.469921875,0.878710938,0.342773438,6.029296875,13.9453125,20.328125,0.18046875,0.17578125,0.23828125,0.14453125,0.184765625,4814.150104
279,3.68359375,6545.378179,1006.597362,5,355.38,466.4719481,0.155078125,0.216796875,0.207421875,0.57265625,0.50078125,0.712890625,0.472265625,6.97265625,13.140625,23.15625,0.2203125,0.2828125,0.3859375,0.3953125,0.32109375,4068.089096
280,3.58984375,5386.993204,601.3663923,2,750.31,278.1457015,0.201953125,0.207421875,0.185546875,0.55390625,0.44453125,0.966015625,0.387890625,8.19140625,10.265625,17.40625,0.4328125,0.1953125,0.3984375,0.2578125,0.32109375,8251.469867
281,3.04296875,4411.150171,646.4202497,2,724.81,232.8761487,0.228515625,0.240234375,0.224609375,0.41328125,0.42265625,0.745703125,0.476953125,7.67578125,11.703125,21.28125,0.2265625,0.1140625,0.2921875,0.4265625,0.26484375,6459.047722
282,3.841796875,4718.10844,632.7804795,2,614.05,319.2164705,0.212304688,0.170117188,0.164648438,0.590234375,0.451171875,0.869335938,0.408398438,7.623046875,10.0703125,19.078125,0.31796875,0.23828125,0.27578125,0.45703125,0.322265625,7220.35995
283,3.341796875,4532.012098,660.8111388,4,339.04,383.4336317,0.162304688,0.220117188,0.214648438,0.490234375,0.551171875,0.719335938,0.558398438,6.123046875,12.0703125,23.078125,0.11796875,0.43828125,0.47578125,0.25703125,0.322265625,3041.100896
284,3.62109375,4978.749857,756.1087995,3,458.31,318.0524384,0.248828125,0.235546875,0.201171875,0.56015625,0.51328125,0.994140625,0.528515625,6.03515625,13.390625,19.65625,0.4953125,0.2578125,0.1109375,0.3203125,0.29609375,4488.276102
285,3.33984375,8185.559314,878.5491358,4,612.72,600.3341887,0.226953125,0.232421875,0.210546875,0.50390625,0.49453125,0.891015625,0.312890625,7.44140625,13.265625,23.40625,0.3328125,0.4953125,0.4984375,0.3578125,0.42109375,6921.915098
286,3.16796875,6573.791188,813.3880444,4,518.77,519.6935353,0.191015625,0.152734375,0.212109375,0.43828125,0.44765625,0.783203125,0.514453125,7.30078125,13.203125,16.28125,0.4765625,0.3640625,0.4421875,0.2765625,0.38984375,5801.218239
287,3.982421875,3315.762892,478.2183085,2,416.3,272.3879881,0.213867188,0.221679688,0.181835938,0.543359375,0.591796875,0.742773438,0.394335938,7.294921875,13.6328125,23.703125,0.19921875,0.49453125,0.30703125,0.45078125,0.362890625,4110.675578
288,3.482421875,9635.027276,1327.449361,4,691.69,504.3048242,0.163867188,0.171679688,0.231835938,0.443359375,0.491796875,0.892773438,0.544335938,8.794921875,11.6328125,19.703125,0.39921875,0.29453125,0.10703125,0.25078125,0.262890625,10231.86614
289,3.529296875,6137.058681,842.0978861,3,579.63,335.2754369,0.156054688,0.188867188,0.183398438,0.402734375,0.538671875,0.925585938,0.577148438,7.435546875,13.8203125,16.578125,0.24296875,0.36328125,0.35078125,0.18203125,0.284765625,5660.013439
290,3.029296875,4612.860484,754.3472852,5,304.55,367.0981517,0.206054688,0.238867188,0.233398438,0.502734375,0.438671875,0.775585938,0.427148438,8.935546875,11.8203125,20.578125,0.44296875,0.16328125,0.15078125,0.38203125,0.284765625,4828.27386
291,3.93359375,12076.13665,1177.289018,4,767.5,602.2692543,0.230078125,0.191796875,0.232421875,0.42265625,0.45078125,0.937890625,0.397265625,6.22265625,12.140625,21.15625,0.3203125,0.1828125,0.2859375,0.4953125,0.32109375,7688.931685
292,3.83984375,3893.60114,677.1683072,3,338,221.354947,0.176953125,0.182421875,0.160546875,0.40390625,0.59453125,0.741015625,0.462890625,8.94140625,11.265625,19.40625,0.1328125,0.2953125,0.2984375,0.1578125,0.22109375,5279.518698
293,3.63671875,5474.281882,904.6159985,3,501.76,317.3220309,0.206640625,0.230859375,0.227734375,0.54453125,0.41640625,0.961328125,0.523828125,7.01953125,12.078125,22.53125,0.2390625,0.2765625,0.4546875,0.1390625,0.27734375,6411.099011
294,3.560546875,2047.455797,345.529705,2,287.52,166.7614712,0.196679688,0.166992188,0.205273438,0.408984375,0.419921875,0.953710938,0.417773438,8.279296875,10.9453125,18.328125,0.28046875,0.47578125,0.13828125,0.44453125,0.334765625,3617.030675
295,3.060546875,6887.945782,973.9232982,4,562.64,478.0005242,0.246679688,0.216992188,0.155273438,0.508984375,0.519921875,0.803710938,0.567773438,6.779296875,12.9453125,22.328125,0.48046875,0.27578125,0.33828125,0.24453125,0.334765625,5348.256669
296,3.18359375,6015.845306,751.6351052,3,629.88,355.491376,0.205078125,0.166796875,0.157421875,0.47265625,0.40078125,0.862890625,0.322265625,8.47265625,11.140625,19.15625,0.4203125,0.4828125,0.1859375,0.1953125,0.32109375,7525.692731
297,3.15234375,2349.379682,320.3008758,2,372.64,196.053173,0.245703125,0.188671875,0.229296875,0.46640625,0.53203125,0.872265625,0.481640625,7.25390625,12.015625,17.90625,0.4578125,0.3703125,0.3234375,0.4328125,0.39609375,3341.817857
298,3.41796875,11217.42918,1636.433357,5,656.38,552.7751473,0.216015625,0.227734375,0.237109375,0.58828125,0.59765625,0.858203125,0.439453125,6.55078125,12.203125,18.28125,0.1765625,0.4640625,0.1421875,0.1765625,0.23984375,9152.988759
299,3.591796875,5140.292046,791.0628131,3,477.04,295.9585511,0.187304688,0.245117188,0.189648438,0.440234375,0.501171875,0.794335938,0.483398438,8.373046875,11.0703125,17.078125,0.21796875,0.13828125,0.37578125,0.35703125,0.272265625,6455.68906
300,3.802734375,7843.064883,1211.137098,4,515.62,384.1862857,0.208398438,0.208398438,0.204492188,0.488671875,0.546484375,0.824804688,0.321679688,6.287109375,11.0390625,18.390625,0.15234375,0.32265625,0.38515625,0.25390625,0.278515625,6871.468917
301,3.302734375,5223.209348,528.2088859,2,790.74,230.0990834,0.158398438,0.158398438,0.154492188,0.588671875,0.446484375,0.974804688,0.471679688,7.787109375,13.0390625,22.390625,0.35234375,0.12265625,0.18515625,0.45390625,0.278515625,5657.412565
302,3.130859375,6857.334806,850.3863648,3,730.08,418.5511021,0.241210938,0.181835938,0.174804688,0.491796875,0.462109375,0.885742188,0.410742188,6.708984375,11.7265625,16.765625,0.43359375,0.46640625,0.10390625,0.36015625,0.341015625,6658.323123
303,3.451171875,6890.437457,1035.495731,5,399.31,427.4562746,0.185742188,0.199804688,0.153710938,0.449609375,0.573046875,0.920898438,0.403710938,7.013671875,12.5078125,17.453125,0.33671875,0.15703125,0.39453125,0.31328125,0.300390625,5808.700163
304,3.076171875,2034.947978,288.6611117,2,330.76,186.0535216,0.173242188,0.187304688,0.191210938,0.574609375,0.448046875,0.733398438,0.516210938,8.888671875,11.0078125,22.453125,0.48671875,0.40703125,0.44453125,0.26328125,0.400390625,3063.796348
305,3.666015625,9713.475994,1387.517737,5,529.92,722.2739492,0.212695313,0.171289063,0.150195313,0.578515625,0.564453125,0.767382813,0.386132813,6.603515625,12.0546875,17.546875,0.10703125,0.25546875,0.48984375,0.48671875,0.334765625,8249.006111
306,3.166015625,2425.612009,436.5230278,3,255.38,207.4448657,0.162695313,0.221289063,0.200195313,0.478515625,0.464453125,0.917382813,0.536132813,8.103515625,10.0546875,21.546875,0.30703125,0.45546875,0.28984375,0.28671875,0.334765625,3102.122841
307,3.068359375,8559.19022,1123.640329,5,557.9,688.2261722,0.159960938,0.163085938,0.168554688,0.479296875,0.474609375,0.829492188,0.316992188,7.271484375,11.9765625,20.265625,0.25859375,0.49140625,0.37890625,0.33515625,0.366015625,6842.790718
308,3.818359375,5314.393448,725.4014347,2,695.9,281.8819459,0.184960938,0.188085938,0.243554688,0.429296875,0.424609375,0.754492188,0.391992188,8.021484375,12.9765625,18.265625,0.15859375,0.19140625,0.47890625,0.23515625,0.266015625,7496.42112
309,3.380859375,3220.472002,494.0132863,3,317.52,272.7656221,0.166210938,0.206835938,0.199804688,0.541796875,0.512109375,0.810742188,0.485742188,7.458984375,10.7265625,18.765625,0.13359375,0.36640625,0.40390625,0.46015625,0.341015625,3627.510424
310,3.951171875,7988.324198,1207.069482,3,673.92,331.5173902,0.235742188,0.249804688,0.203710938,0.549609375,0.473046875,0.770898438,0.553710938,8.513671875,10.5078125,21.453125,0.13671875,0.35703125,0.19453125,0.11328125,0.200390625,10035.29305
311,3.888671875,4258.563941,756.2716716,3,365.04,189.375746,0.204492188,0.193554688,0.222460938,0.512109375,0.485546875,0.902148438,0.497460938,7.201171875,12.2578125,20.953125,0.11171875,0.13203125,0.16953125,0.33828125,0.187890625,4281.382354
312,3.728515625,7399.461728,1039.887583,4,496.14,494.4710555,0.243945313,0.215039063,0.168945313,0.566015625,0.576953125,0.898632813,0.367382813,7.541015625,10.8046875,16.046875,0.13203125,0.43046875,0.46484375,0.26171875,0.322265625,8886.906369
313,3.228515625,7470.271004,797.3272102,3,771.28,405.6181404,0.193945313,0.165039063,0.218945313,0.466015625,0.476953125,0.748632813,0.517382813,6.041015625,12.8046875,20.046875,0.33203125,0.23046875,0.26484375,0.46171875,0.322265625,4420.696522
314,3.646484375,6196.542058,783.9244114,3,566.44,257.5112321,0.205273438,0.249023438,0.170117188,0.519921875,0.590234375,0.946679688,0.443554688,6.005859375,11.6640625,23.640625,0.26484375,0.18515625,0.27265625,0.26640625,0.247265625,4921.732148
315,3.146484375,3673.206589,498.637709,4,291.85,413.5913511,0.155273438,0.199023438,0.220117188,0.419921875,0.490234375,0.796679688,0.593554688,7.505859375,13.6640625,19.640625,0.46484375,0.38515625,0.47265625,0.46640625,0.447265625,2634.566214
316,3.630859375,8266.560505,1358.041238,5,455.35,431.2462397,0.191210938,0.231835938,0.224804688,0.591796875,0.562109375,0.735742188,0.560742188,8.208984375,13.7265625,20.765625,0.23359375,0.26640625,0.30390625,0.16015625,0.241015625,6639.344383
317,3.201171875,6868.307669,1044.666955,4,536.39,438.1160401,0.210742188,0.224804688,0.178710938,0.599609375,0.423046875,0.845898438,0.478710938,6.263671875,13.5078125,19.453125,0.23671875,0.25703125,0.29453125,0.41328125,0.300390625,4717.439445
318,3.044921875,4119.050488,682.6279346,3,450.92,213.3102981,0.157617188,0.202929688,0.200585938,0.580859375,0.529296875,0.874023438,0.375585938,8.982421875,10.8828125,21.203125,0.42421875,0.16953125,0.28203125,0.12578125,0.250390625,6056.62074
319,3.771484375,14567.7341,2117.271094,5,772.52,695.5020771,0.242773438,0.236523438,0.182617188,0.494921875,0.415234375,0.834179688,0.481054688,7.880859375,12.1640625,16.640625,0.11484375,0.43515625,0.12265625,0.31640625,0.247265625,13305.89214
320,3.271484375,4892.110747,761.8169501,3,498.46,250.249158,0.192773438,0.186523438,0.232617188,0.594921875,0.515234375,0.984179688,0.331054688,6.380859375,10.1640625,20.640625,0.31484375,0.23515625,0.32265625,0.11640625,0.247265625,5508.54942
321,3.943359375,7716.682317,1061.897018,4,489.22,549.5175439,0.247460938,0.200585938,0.231054688,0.404296875,0.449609375,0.791992188,0.429492188,6.896484375,10.4765625,23.265625,0.30859375,0.34140625,0.22890625,0.48515625,0.341015625,7668.412579
322,3.787109375,7318.287106,868.2054432,3,644.14,285.1967024,0.194335938,0.222460938,0.152929688,0.423046875,0.505859375,0.895117188,0.513867188,7.927734375,13.1015625,17.015625,0.14609375,0.42890625,0.24140625,0.17265625,0.247265625,6452.634859
323,3.701171875,2906.34636,476.1425244,3,261.75,286.0030528,0.160742188,0.174804688,0.228710938,0.499609375,0.523046875,0.995898438,0.328710938,7.763671875,11.5078125,23.453125,0.43671875,0.45703125,0.49453125,0.21328125,0.400390625,4419.358332
324,3.794921875,4758.832815,750.1024305,4,313.5,390.1957658,0.182617188,0.227929688,0.175585938,0.530859375,0.579296875,0.949023438,0.300585938,6.732421875,13.8828125,19.203125,0.32421875,0.46953125,0.18203125,0.42578125,0.350390625,4505.495023
